address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",52 Wall Street,No,No,3.9,737,NA,Koramangala 6th Block,"Bar, Casual Dining","Beer, Cocktails, Noodles, Buffalo Wings, Chilli Chicken, Pizza, Chicken Tikka","American, Continental, Finger Food",1400,Dine-out
"146, Koramangala 5th Block, Bangalore",Bulls N Bears - Bar Trade Xchange,No,Yes,3.9,144,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza",1000,Dine-out
"7, 100 Feet Road, Next to BDA Complex, Koramangala 4th Block, Bangalore",Sutra Spice-The Resto Bar,No,No,3.9,31,080 46131111,Koramangala 4th Block,Bar,NA,"South Indian, Andhra",1000,Dine-out
"61, 1st Main, Koramangala 7th Block, Bangalore",Smoke - The Sizzler House,Yes,Yes,4.0,1382,"080 25706525
080 25706526",Koramangala 7th Block,Casual Dining,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak","Continental, Chinese, Thai, Italian, BBQ, Steak",1100,Dine-out
"359, Koramangala 7th Block, Bangalore",JukeBox,No,Yes,3.9,281,080 41216430,Koramangala 7th Block,"Casual Dining, Bar","Mutton Dhansak, Steak, Chips, Lasagne, Mashed Potato, Draught Beer, Beef Stroganoff","Continental, Parsi, Chinese, North Indian, Italian, Steak",1000,Dine-out
"46, 4th B Cross Road, Koramangala 5th Block, Bangalore",Sherlock's Pub,No,Yes,3.9,579,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese",1300,Dine-out
"Outer Ring Road, 5th Phase, JP Nagar, Bangalore",Starbucks,No,No,4.2,386,"+91 9663994264
+91 8884678564",JP Nagar,Cafe,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake","Cafe, Desserts",700,Dine-out
"Inn @ Silicon Valley, 756/L-189, Sector 6, Silk Board Junction, HSR, Bangalore",Lounge 189,No,No,3.8,157,+91 9513888911,HSR,"Lounge, Bar","Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables","Continental, Italian",1300,Dine-out
"360, 2nd Floor, Near HDFC Bank,7th Block, Koramangala 7th Block, Bangalore",Axomi - Taste of Assam,Yes,No,4.0,610,"+91 9620664830
+91 8861961633",Koramangala 7th Block,Casual Dining,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",Assamese,500,Dine-out
"44, Kutchi Bhavan, Opposite To Mini Forest, 1st Main, JP Nagar 3rd Phase, JP Nagar, Bangalore",Mavalli Tiffin Room (MTR),No,No,4.1,873,080 26586633,JP Nagar,Quick Bites,"Masala Dosa, Coffee, Rava Idli, Badam Halwa, Thali, Vada, Fruit Salad",South Indian,300,Dine-out
"1820, 41st Cross, 9th Block, Jayanagar, Bangalore",Uttar Karnataka Meals Restaurant,No,No,3.7,26,+91 9986866291,Jayanagar,Quick Bites,NA,South Indian,200,Dine-out
"123, KHB 1st Cross Road, Koramangala 5th Block, Bangalore",Leon Grill,Yes,No,4.3,165,080 41201051,Koramangala 5th Block,Quick Bites,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Dine-out
"56, JNC Road, Koramangala 5th Block, Bangalore",IDC Kitchen,No,No,4.2,51,+91 7022649471,Koramangala 5th Block,Quick Bites,"Masala Idli, Filter Coffee",South Indian,200,Dine-out
"L 191,6th Sector HSR Layout,Near Silk Board Junction, HSR, Bangalore",New Prashanth Hotel,Yes,No,3.1,53,+91 9916511155,HSR,Casual Dining,NA,"South Indian, Biryani, Chinese, North Indian",750,Dine-out
"118, Unit 1, Bavar Atrium, Industrial Area, Koramangala 7th Block, Bangalore",Burger King,Yes,No,3.9,1043,080 33558000,Koramangala 7th Block,Quick Bites,"Burgers, Chicken Crisp Burger, Chicken Whopper, Chicken Keema Burger, Chicken Fries, Mutton Whopper, Chocolate Shake","Burger, Fast Food, Beverages",600,Dine-out
"413, 100 Feet Road, Next to E-Zone, Koramangala 4th Block, Bangalore",Fandom at Gilly's Redefined,No,No,3.8,103,"+91 9606443393
+91 9606443394",Koramangala 4th Block,Bar,"Onion Rings, French Fries",Finger Food,1500,Dine-out
"305, Anand NR Onyx, 15th Cross, 100ft Ring Road, 5th Phase Extention, JP Nagar, Bangalore",Drunken Monkey,Yes,No,3.7,125,+91 9880696660,JP Nagar,"Beverage Shop, Quick Bites","Sandwiches, Sandwich, Coffee, Cheesecake","Beverages, Fast Food",400,Dine-out
"348, 17th B Main Road, KHB Block, Koramangala 5th Block, Bangalore",Mizo Kitchen,No,No,3.8,27,+91 7795833023,Koramangala 5th Block,Quick Bites,NA,"North Eastern, Chinese",400,Dine-out
"3rd Floor, 100 Feet Road, Near BDA complex, Koramangala 4th Block, Bangalore",Barcode,No,Yes,3.8,169,"080 41140234
+91 9071190190",Koramangala 4th Block,Bar,"Prawn, French Fries, Draught Beer, Biryani","South Indian, North Indian",1300,Dine-out
"348/349, 7th Block, 80 Feet Road, Opposite HDFC Bank, Koramangala 7th Block, Bangalore",Udupi Upahar,No,No,3.6,16,"+91 9482219020
00 25919976",Koramangala 7th Block,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Dine-out
"East End Main Road, 9th Block, Jayanagar, Bangalore",Amaravathi Bar & Restaurant,No,No,3.7,43,080 26639222,Jayanagar,"Casual Dining, Bar",NA,"North Indian, Chinese, Seafood",400,Dine-out
"57/23/2, First Floor, Opposite Ganesha Temple, Begur Main Road, Bommanahalli, Bangalore",Sri Balaji Andhra Mess,No,No,0.0,0,+91 9902414696,Bommanahalli,Mess,NA,Andhra,300,Dine-out
"A-4, K.H.B. Colony, Koramangala 5th Block, Bangalore",Chetty's Corner,Yes,No,3.8,34,+91 9900655826,Koramangala 5th Block,Quick Bites,NA,"Fast Food, Burger",200,Dine-out
"202, 4th Cross, 17th E Main, 5th Block, Koramangala 5th Block, Bangalore",Taruni Andhra Mess,No,No,3.6,23,"+91 8123740250
+91 9916066700",Koramangala 5th Block,Mess,NA,Andhra,200,Dine-out
"49/5, 1st Floor, 1st Main Road, Koramangala 5th Block, Bangalore",Flavor of Tibet,No,No,4.0,57,+91 9880617372,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Manchow Soup, Veg Momos",Tibetan,400,Dine-out
"80 Feet Road, SBI Colony, Koramangala 1st Block, Bangalore",Garage Food Company,Yes,No,0.0,0,080 45128758,Koramangala 1st Block,Quick Bites,NA,"Chinese, Momos",400,Dine-out
"155, 7th Block, Koramangala 7th Block, Bangalore",New Ambur Biryani,No,No,3.2,6,"+91 9845890454
+91 9448712058",Koramangala 7th Block,Quick Bites,NA,Biryani,150,Dine-out
"Teacher's Colony, HSR Layout, 5th Sector, Bengaluru",The Munch Box,No,No,0.0,0,+91 7259783876,HSR,Quick Bites,NA,"American, Chinese",300,Dine-out
"72, TSN Arcade, 28th Main Road, Near Karnataka Bank, 9th Block, Jayanagar, Bangalore",Donne Biriyani House,Yes,No,3.5,406,"080 41321574
+91 9845821871",Jayanagar,Quick Bites,NA,"Biryani, Andhra, Kebab",400,Dine-out
"37th Cross, 18th Main, 4 T Block, Jayanagar, Bangalore",Polar Bear,Yes,No,3.8,46,080 49652916,Jayanagar,Dessert Parlor,"Sandwiches, Sandwich","Ice Cream, Desserts, Beverages, Sandwich",400,Dine-out
"1230, 26th Main, 9th Block, Jayanagar, Bangalore",Raghavendra Upahara,No,No,3.7,20,+91 9535007257,Jayanagar,Quick Bites,NA,South Indian,200,Dine-out
"340,1st B Cross Road, Koramangala 7th Block, Bangalore",Selfie Cafe,No,No,3.7,19,+91 8880968182,Koramangala 7th Block,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food, Desserts",300,Dine-out
"Solitaire, 62, Ground Floor, 1st A Main, Koramangala 7th Block, Bangalore",The Golden Spoon Restaurant Meat & Wine,No,No,3.5,14,+91 8197198438,Koramangala 7th Block,Casual Dining,NA,"Chinese, North Indian",1000,Dine-out
"3rd Floor, Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",Amrit,No,No,3.4,24,NA,JP Nagar,Food Court,NA,"North Indian, Seafood",600,Dine-out
"Transit, Forum Mall, Koramangala 7th Block, Bangalore",Shiv Sagar,No,No,3.9,152,080 22067719,Koramangala 7th Block,Food Court,"Coffee, Chaat, Bhel Puri, Spring Dosa, Buttermilk, Bread Pakora, Masala Poori","Chinese, North Indian, Fast Food, Street Food",500,Dine-out
"23, 23rd Main Marenahalli, 2nd Phase JP Nagar, Bangalore",Tasty Bites,Yes,No,3.8,1,+91 8778251179,JP Nagar,Quick Bites,NA,North Indian,450,Dine-out
"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR, Bangalore",A Bar,No,No,3.3,19,+91 9845233579,HSR,Bar,NA,"North Indian, Continental",600,Dine-out
"2nd Floor, Transit, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Tibbs Frankie,No,No,3.5,70,+91 9343470799,Koramangala 7th Block,Quick Bites,"Rolls, Masala Veg Frankie, Chicken Frankie","Street Food, Rolls",200,Dine-out
"2nd Floor, Transit, Forum Mall, Koramangala 7th Block, Bangalore",Coconadu,No,No,3.7,36,+91 9986644250,Koramangala 7th Block,"Food Court, Quick Bites","Paratha, Fish Fry","Kerala, Konkan",400,Dine-out
"Near Ragigudda Temple, 3rd Cross, 8th Main, Southend Road, JP Nagar 3rd Phase, JP Nagar, Bangalore",SLV Restaurant,No,No,4.2,377,080 26586345,JP Nagar,Quick Bites,"Masala Dosa, Handi Biryani, Maddur Vada, Filter Coffee, Goli Bajji, Kesari Bath, Rava Idli","South Indian, North Indian, Chinese",300,Dine-out
"60, Opposite HDFC Bank, 1st Cross, Koramangala 7th Block, Bangalore",Udupi Grand,No,No,2.8,64,+91 9980952525,Koramangala 7th Block,Quick Bites,"Idli, Vada, Coffee, Masala Dosa, Masala Poori","South Indian, North Indian, Chinese",300,Dine-out
"217, 1st Main Road, 7th Block, Bangalore",CHAAI BEE,No,No,3.5,8,+91 9942455347,Koramangala 7th Block,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food, Street Food",250,Dine-out
"122/A, KHB Colony, Koramangala 5th Block, Bangalore",Cool Lassi Burger,No,No,3.1,7,+91 8050135266,Koramangala 5th Block,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food, Burger",200,Dine-out
"337, 1st B Main, Koramangala 7th Block, Bangalore",Malnad Military Hotel,No,No,3.8,40,"+91 9916265587
080 40996225",Koramangala 7th Block,Casual Dining,"Chicken Curry, Pepper Chicken, Neer Dosa, Mutton Chops, Fish, Mutton Curry","South Indian, Chinese",500,Dine-out
"428,17 A Main, KHB Colony, Koramangala 5th Block, Bangalore",Sri Vinayaka Andhra Mess,No,No,3.3,4,+91 8105845358,Koramangala 5th Block,Mess,NA,Andhra,300,Dine-out
"483, KHB Colony, Koramangala 5th Block, Bangalore",Bakimo,No,No,3.5,7,"+91 8317395416
+91 9902071249",Koramangala 5th Block,Casual Dining,NA,Continental,850,Dine-out
"80, 4th B Cross, Opposite BDA Complex, Koramangala 4th Block, Bangalore",Daily Bread,No,No,2.8,53,"080 65470671
080 41119941",Koramangala 4th Block,"Bakery, Quick Bites","Sandwiches, Sandwich, Coffee","Bakery, Fast Food, Italian",600,Dine-out
"208, 1st Main, 7th Block, Koramangala 7th Block, Bangalore",Desi Dhaba,No,No,3.7,34,"+91 7676917459
+91 8150899902",Koramangala 7th Block,Quick Bites,NA,"North Indian, Chinese, Rolls",300,Dine-out
"Opposite The Forum Mall, Koramangala 7th Block, Bangalore",Sri Krishna Sagar,No,No,3.5,12,NA,Koramangala 7th Block,Quick Bites,NA,South Indian,300,Dine-out
"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",Malabar Coastal Cuisine,No,No,3.6,68,+91 9886900000,Koramangala 7th Block,Food Court,"Paratha, Sea Food, Appam, Malabari Biryani",Kerala,550,Dine-out
"336, 1st B Main, 7th Block, Koramangala 7th Block, Bangalore",Chai Chowk,No,No,3.8,82,080 42197999,Koramangala 7th Block,Quick Bites,"Chai, Lemon Tea, Ginger Tea, Rolls","Chinese, Fast Food",200,Dine-out
"368, Swagath Main Road, Thilaknagar, Jayanagar, Bangalore",Hotel Paradise,No,No,3.3,5,"+91 9886181683
+91 9844290433",Jayanagar,Quick Bites,NA,Fast Food,200,Dine-out
"126, 8th Main, 3rd Phase, JP Nagar, Bangalore",Waikiki,No,No,3.2,5,+91 8867003458,JP Nagar,Quick Bites,NA,"Fast Food, Beverages",200,Dine-out
"7, 2nd Floor, 4th B Block, 100 Feet Road, Koramangala 4th Block, Bangalore",H3O,No,No,3.3,4,"080 25631212
080 25631213",Koramangala 4th Block,Bar,NA,"North Indian, Chinese",1000,Dine-out
"Venkatapura Main Road, Koramangala 1st Block",Ambur Biryani Hotel,No,No,3.2,13,+91 9901522520,Koramangala 1st Block,Quick Bites,NA,Biryani,200,Dine-out
"Shop 182, KHP Colony, 17D Main, Koramangala 5th Block, Bangalore",Shree Nandini Andhra Mess,No,No,3.3,5,+91 8050929847,Koramangala 5th Block,Mess,NA,Andhra,150,Dine-out
"4th Floor, Food Court, Bangalore Central, 9th Block, JP Nagar, Bangalore",Juice Buzz,No,No,3.1,10,+91 9343508182,JP Nagar,Beverage Shop,NA,Juices,200,Dine-out
"Level 2, Transit Food Court, Forum Mall, Koramangala 7th Block, Bangalore",Falafel's - The Lebanese Haus,No,No,2.9,53,+91 9632488049,Koramangala 7th Block,Quick Bites,"Falafel, Shawarma, Chicken Shawarama, Salad, Whole Wheat Pita, Middle Eastern Food, Pizza",Lebanese,300,NA
"76/5, SR Krishnappa Garden, 32nd East Cross, Tilak Nagar, Jayanagar, Bangalore",Dadaba's,No,No,3.3,6,+91 9741288859,Jayanagar,Quick Bites,NA,Fast Food,300,Dine-out
"4 M Block, Central Mall, 9th Block, JP Nagar, Bangalore",Cafe Bollywood,No,No,3.4,25,+91 9833440640,JP Nagar,Quick Bites,"Pav Bhaji, Dahipuri, Chaat, Paratha, Noodles",Street Food,200,Dine-out
"50, 5th Main, KHB MIG Colony, JNC Road, Koramangala 5th Block, Bangalore",Cool Point,No,No,3.2,7,+91 9844767260,Koramangala 5th Block,Quick Bites,NA,"Juices, Fast Food",100,Dine-out
"372, Swagath Main Road, Thilaknagar, Jayanagar, Bangalore",Fahad Hotel,No,No,3.3,4,"+91 9845876960
+91 9945177618",Jayanagar,Quick Bites,NA,Fast Food,200,Dine-out
"146, Ground Floor, 17th C Main Road, Srirampuram, Koramangala 5th Block, Bengaluru",Krupa Sagar,No,No,3.2,4,NA,Koramangala 5th Block,Quick Bites,NA,"North Indian, South Indian, Chinese, Street Food",300,Dine-out
"93,MM complex, Ground Floor, 17th Main, KHB Colony, Koramangala 5th Block, Bangalore",Egg House,No,No,2.9,14,+91 9742039755,Koramangala 5th Block,Quick Bites,NA,"Continental, Italian, Fast Food",400,Dine-out
"125-126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Dry Dock Cafe,No,No,3.6,10,+91 9916276006,Koramangala 5th Block,Quick Bites,NA,"Street Food, Tea",200,Dine-out
"122A, KHB Colony, Koramangala 5th Block, Bangalore",Rolls On Wheel,No,No,3.0,18,+91 8088112222,Koramangala 5th Block,Quick Bites,NA,"Fast Food, Rolls",300,Dine-out
"125, 5th Block, Koramangala 5th Block, Bangalore",Jayanthi Sagar,No,No,3.1,21,NA,Koramangala 5th Block,Quick Bites,NA,"South Indian, North Indian, Chinese",200,Dine-out
"Near Shoe Corner, Begur Main Road, Bommanahalli, Bangalore, Bengaluru",Biryani Point,No,No,3.2,7,+91 9886606689,Bommanahalli,Quick Bites,NA,Biryani,250,Dine-out
"117, 1st Main, KSRTC Layout, 9th Cross, 2nd Phase, JP Nagar, Bangalore",Kakal-Kai Ruchi,No,No,3.8,89,+91 9448281194,JP Nagar,Quick Bites,"Dahi Vada, Masala Dosa, Coffee, Chaat, Roti","Fast Food, North Indian, Chinese, South Indian",400,Dine-out
"202, 17th 'E' Main, KHB Colony, Koramangala 5th Block, Bangalore",Sulaimani Chai,No,No,3.8,21,+91 9880250889,Koramangala 5th Block,Quick Bites,NA,"Fast Food, Beverages",100,Dine-out
"5/2, CL Layout, DRC Post, Near Christ College, Hosur Road, Bangalore",Khan Saheb Grills and Rolls,Yes,No,3.8,62,"+91 9900743333
+91 9900741111",Hosur Road,Quick Bites,"Rolls, Veggie Roll, Chicken Tikka Roll, Beda Roti","Fast Food, Rolls",350,Dine-out
"24/2, Near Taste Of Rampur, Koramangala 5th Block, Bangalore",Sri Ganesh Juice Corner,No,No,3.0,9,NA,Koramangala 5th Block,Quick Bites,NA,"Juices, Fast Food",150,Dine-out
"Taj West End, Race Course Road, Bangalore",Mynt - The Taj West End,No,Yes,4.1,339,080 66605660,Race Course Road,Fine Dining,"Sunday Brunch, Pasta, Shawarma, Breakfast Buffet, Lamb, Lunch Buffet, Pizza","Italian, North Indian, Lebanese",2500,Buffet
"44, Young Island Comforst, Millers Road, Vasanth Nagar, Bangalore",Coastal Creek,No,No,3.3,13,+91 8040390800,Vasanth Nagar,Casual Dining,NA,"North Indian, Continental, South Indian",600,Buffet
"Ground Floor, Prestige RR Building, Church Street, Bangalore",Starbucks,No,No,4.1,526,NA,Church Street,Cafe,"Coffee, Java Chip Frappuccino, Brownie, Caramel Frappuccino, Blueberry Muffin, Hot Chocolate, Cappuccino","Cafe, Desserts",700,Cafes
"23/2, Vittal Mallya Road, Opposite UB City, Lavelle Road, Bangalore",Cafe Coffee Day The Square,No,No,4.1,388,080 40012101,Lavelle Road,Cafe,"Pasta, Sandwich, Sandwiches, Cappuccino, Brownie, Burgers, Hot Chocolate",Cafe,1100,Cafes
"32, Ground Floor, Grace Arcade, Miller Tank Bund Road, Kaveriappa Layout, Vasanth Nagar, Bangalore",BanBay,No,No,4.0,44,080 22285455,Vasanth Nagar,Cafe,"Waffles, Burgers, Fish","Cafe, Modern Indian, Pizza, Burger, Desserts",1100,Cafes
"2/13, Ground Floor, Rehinus Street, Opposite Hockey Stadium, Shanti Nagar, Bangalore",Domino's Pizza,Yes,No,3.7,266,"080 22484848
18602100000",Shanti Nagar,Quick Bites,"Pizza, Chicken Pocket, Garlic Bread","Pizza, Fast Food",400,Delivery
"1/1, Bluemoon Chambers, 10th Main Road, Vasanth Nagar, Bangalore",Sweet Truth,Yes,No,3.7,21,+91 7710055553,Vasanth Nagar,Delivery,NA,"Bakery, Desserts",500,Delivery
"Ground Floor, Lido Mall, Swami Vivekananda Road, Ulsoor, Bangalore",McDonald's,Yes,No,3.8,106,080 66000666,Ulsoor,Quick Bites,"Burgers, Wedges, Mcspicy Chicken Burger, French Fries, Mc Chicken","Burger, Fast Food",500,Delivery
"41, Shanthala Nagar, Church Street, Bangalore",Lassi Shop,No,No,3.9,32,+91 9845066065,Church Street,Beverage Shop,Lassi,"Beverages, Ice Cream",200,Delivery
"67, Near Police Station, Commercial Street, Bangalore",Keventers,Yes,No,3.8,54,080 45128668,Commercial Street,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake","Desserts, Beverages, Ice Cream",400,NA
"II Floor, Padma Shree Building, 5th Main, 9th Cross, Jaya Mahal Extension, Near Frazer Town, Bangalore",Caferia,Yes,No,3.3,4,+91 9164020955,Frazer Town,Quick Bites,NA,"Fast Food, Street Food",200,Delivery
"322/1, 1st Floor, CMH Road, Indiranagar, Bangalore",Maravanthe,Yes,Yes,4.4,686,080 49653410,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean",1000,NA
"54, Monarch Comforts Plaza, Ground Floor, Brigade Road, Bangalore",Subway,Yes,No,3.3,69,"080 43715296
+91 9945132260",Brigade Road,Quick Bites,NA,"Healthy Food, Fast Food",500,Delivery
"Shop G2 (A), Ground Floor, Imperial Court, Cunningham Road, Bangalore",Kanti Sweets,Yes,No,3.6,20,080 48143364,Cunningham Road,"Dessert Parlor, Quick Bites",NA,"Mithai, Street Food",400,Delivery
"3, Coles Road, Frazer Town, Bangalore",Mangalore pearl - Seafood Restaurant,Yes,No,4.3,1379,"+91 8025578855
+91 8041152467",Frazer Town,Casual Dining,"Sea Food, Neer Dosa, Fish, Caramel Pudding, Curry Crab, Bombil Fry, Masala Prawn","Mangalorean, Seafood",700,Delivery
"Lido Mall, Ulsoor, Bangalore",Gelato Italiano,Yes,No,2.9,17,+91 9341010922,Ulsoor,Dessert Parlor,NA,"Ice Cream, Bakery, Desserts",200,Delivery
"537, Robby Arcade, CMH Road, Indiranagar, Bangalore",Chung's Chinese Corner,Yes,No,2.7,283,"080 25250500
080 25214749",Indiranagar,Casual Dining,"Chicken Noodle, Rice Noodles, Dragon Rolls, American Chopsuey, Fried Rice Chicken, Chowmein, Clear Chicken Soup",Chinese,700,Delivery
"50, Little Plaza, Cunningham Road, Bangalore",Chai Point,No,No,3.8,148,+91 8880141000,Cunningham Road,"Beverage Shop, Quick Bites","Banana Cake, Samosa, Poha, Maggi, Masala Chai, Sandwiches, Ginger Lemon Tea","Tea, Beverages, Fast Food",250,Delivery
"#68, G1, 10th Main, 4th Cross, Indiranagar, Bengaluru",Fullyfilled,Yes,No,4.0,48,+91 9538674957,Indiranagar,Quick Bites,"Momos, Shawarma, Chicken Shawarama","Sandwich, Fast Food, Momos",200,Delivery
"89, Near BDA Complex, 11th Cross, 60 Feet Road, Off Double Road, Indiranagar, Bangalore",The Yogisthaan Cafe,Yes,No,4.2,1207,"+91 8040914888
+91 7411400888",Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600,Delivery
"46, Millers Road, Vasanth Nagar, Bangalore",Millers 46,No,Yes,4.4,2266,"080 41148022
080 41131746",Vasanth Nagar,Casual Dining,"Steak, Chicken Wings, Burgers, Bacon Burger, Cocktails, Lime Soda, Chicken Burger","American, Continental, Steak",1100,Delivery
"44, Race Course Road, Bangalore",Samrat Restaurant,No,No,4.1,484,"080 22263444
+91 9731533220",Race Course Road,Casual Dining,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian",600,Delivery
"Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore",CAMP TANDOOR,Yes,No,3.7,15,080 41134747,Ulsoor,Quick Bites,NA,North Indian,300,Delivery
"St Germain School Building, Promanade Road, Near Coles Park, Frazer Town, Bangalore",Raidan Restaurant,No,No,3.9,169,080 40915140,Frazer Town,Casual Dining,"Shawarma, Al Faham Chicken","Arabian, Chinese, Fast Food",600,Delivery
"68, Coles Road, Frazer Town, Bangalore",Nandhini Deluxe,No,No,3.6,196,"080 25576688
080 25576699",Frazer Town,Casual Dining,"Rice, Chilli Chicken, Chicken Guntur, Chicken Biryani, Andhra Meal, Lemon Chicken",North Indian,600,NA
