,address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
18862,"3051, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Andal Mess,Yes,No,3.6/5,133,+91 91481886353,Indiranagar,Mess,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani","Biryani, South Indian, North Indian",250,Delivery
18863,"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",Donne Biriyani Mane,Yes,No,3.8/5,161,+91 9740901996,Jeevan Bhima Nagar,Casual Dining,NA,"Biryani, Kebab",400,Delivery
18868,"Old Kempfort, Old Airport Road, Bangalore",KFC,Yes,No,3.9/5,327,080 33994444,Old Airport Road,Quick Bites,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl","Burger, Fast Food",400,Delivery
18871,"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",Plantain Leaf,Yes,No,3.9/5,521,080 49653395,Thippasandra,Casual Dining,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan","Andhra, Chinese, North Indian, Biryani",600,Delivery
18873,"Jeevan Bhima Nagar, Bangalore",S P Dum Biryani,Yes,No,3.3/5,77,+91 6360545209,Jeevan Bhima Nagar,Delivery,NA,Biryani,400,Delivery
18874,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",A 1 Pizza and Food,Yes,No,2.8/5,211,"074 06949718
080 43715041",Old Airport Road,Delivery,Pizza,"Pizza, Chinese, North Indian",300,Delivery
18876,"138, Maruthi Towers, Old Airport Road, Bangalore",Zaitoon,Yes,Yes,4.2/5,2015,"080 41676777
080 41482777",Old Airport Road,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Sea Food, Paneer Tikka, Tomato Soup","BBQ, Arabian, Chinese, North Indian, Desserts","1,000",Delivery
18877,"2, Murgeshpalya, WT Road, Opposite Airforce Camp, Old Airport Road, Bangalore",Ambur Hot Dum Biryani,Yes,No,3.1/5,43,NA,Old Airport Road,Quick Bites,NA,Biryani,200,Delivery
18882,"1648/3, Ground Floor, HAL 3rd Stage, Opposite Miranda School, Jeevan Bhima Nagar, Bangalore",Rannaghar,Yes,No,3.9/5,138,+91 8951277661,Jeevan Bhima Nagar,Casual Dining,"Luchi, Sweet Corn Veg Soup","North Indian, Bengali, Chinese",600,Delivery
18883,"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Delhi Highway,Yes,Yes,4.5/5,3219,"080 42111151
+91 8884042151",Indiranagar,Casual Dining,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Buttermilk, Lassi",North Indian,"1,200",NA
18885,"68, 9th Main, Seepthappa Colony, Thippasandra, Bangalore",Khushi Kitchen,Yes,No,3.3/5,69,080 49652898,Thippasandra,Quick Bites,NA,"Street Food, North Indian, Bengali, Oriya",400,Delivery
18887,"Behind Bagmane Tech Park, Krishnappa Garden, Near HP Office Bangalroe, CV Raman Nagar, Bangalore",Punjabi's Food Corner,Yes,No,3.6/5,88,+91 9845061436,CV Raman Nagar,Quick Bites,NA,"North Indian, Chinese",250,Delivery
18889,"267, Amarjyothi Layout, Near DELL, Domlur, Bangalore",Pot Biryani,Yes,No,3.9/5,456,"+91 9900025811
+91 9900025812",Domlur,Casual Dining,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton","North Indian, Chinese, Biryani, Seafood",600,Delivery
18892,"M-22, Ground Floor, 10th Main, Jeevan Bhima Nagar, Bangalore",Five Star Chicken,Yes,No,3.7/5,68,+91 8147096336,Jeevan Bhima Nagar,Quick Bites,NA,"Fast Food, Burger",200,Delivery
18893,"Second Floor, Madison Complex, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PurpleBasil.in,Yes,No,4.4/5,457,+91 7899806600,Indiranagar,Delivery,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad","Healthy Food, Desserts",500,Delivery
18896,"254, 2nd Main, Domlur Layout, Domlur, Bangalore",Andhra Mess,Yes,No,3.2/5,128,+91 9916243555,Domlur,Mess,NA,"Andhra, Biryani, Chinese",400,Delivery
18897,"Carlton Towers, Near Diamond District Old Airport Road, Bangalore",Bhookha Sher,Yes,No,3.6/5,8,+91 7483396948,Old Airport Road,Quick Bites,NA,"North Indian, Fast Food",350,Delivery
18898,"L-10, Opposite NAL Quarters, Sector 11,10th Main, LIC colony, Jeevan Bhima Nagar",Swaadpurna,Yes,No,3.6/5,51,+91 9845684143,Jeevan Bhima Nagar,Casual Dining,NA,"North Indian, South Indian, Chinese, Biryani",450,Delivery
18900,"5, First Floor, New Thippasandra Main Road, 9th Main, Opposite To Meenakshi Electrical, Thippasandra, Bangalore",Samosa Singh,Yes,No,3.7/5,43,080 49652896,Thippasandra,Delivery,NA,"Street Food, Beverages",150,Delivery
18902,"Jeevan Bhima Nagar, Main Road, HAL 3rd Stage, Indiranagar, Bangalore",Cheesy Juicy Burgers,Yes,No,3.9/5,82,080 49652719,Indiranagar,Quick Bites,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger","Burger, Sandwich, Beverages",500,Delivery
18903,"39, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",The Biryanis,Yes,No,3.8/5,426,"080 25202333
+91 9611121212",Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan, Butter Chicken","Andhra, Biryani, North Indian",500,Delivery
18905,"1st Floor, HAL 3rd Stage, Puttappa Layout, New Tippasandra, Indiranagar, Bangalore",Desi Chinese kitchen,Yes,No,3.9/5,24,080 49653112,Indiranagar,Casual Dining,NA,"Chinese, Asian",700,Delivery
18906,"9th Cross, Byrasandra Road, GM Pallya, Kaggadasapura, Bangalore",FoodIshq,Yes,No,4.0/5,173,+91 8528490273,Kaggadasapura,Delivery,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",North Indian,450,Delivery
18910,"6, 18th Main Road, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bangalore",Brownie Heaven,Yes,No,4.3/5,127,"080 43722897
+91 8892768815",Indiranagar,Dessert Parlor,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",Desserts,300,Delivery
18912,"25/1, NR Chambers, Old Airport Road, Bangalore",Sri Udupi Park,Yes,No,3.7/5,443,+91 9980383828,Old Airport Road,Casual Dining,"Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Idli Vada, Mushroom Masala","South Indian, Chinese, North Indian",400,Delivery
18913,"1/A, Ward No 82, NGEF Layout, Binnamangala, CMH Road, Indiranagar, Bangalore",Pizza Hut,Yes,No,3.7/5,833,"080 39883988
080 25260999",Indiranagar,Casual Dining,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza","Pizza, Fast Food",750,Delivery
18916,"476, Ground Floor, Next to BSNL Office, 10th Main, Jeevan Bhima Nagar, Bangalore",Aathurar,Yes,No,3.2/5,574,"080 41485868
080 41485878",Jeevan Bhima Nagar,Casual Dining,"Sea Food, Jumbo Vanjiram, Chicken Biryani, Mutton Biryani, Naan, Paratha, Chicken Chettinad","Chettinad, Biryani, South Indian, Seafood",600,Delivery
18917,"1/7, Srinivagilu Main Road, Ejipura, Bangalore",Momo Rice Noodles,Yes,No,3.8/5,221,"+91 8050064338
+91 9342385619",Ejipura,Casual Dining,"Momos, Noodles, Dragon Chicken, Chicken Manchurian, Wonton Soup, Chilli Chicken","Chinese, Momos",400,Delivery
18918,"32, 80 Feet Road, Opposite Axis Bank, HAL 3rd Stage, New Tippasndra, Indiranagar, Bangalore",Keto Kitchen,Yes,No,3.1/5,18,080 45128817,Indiranagar,Casual Dining,NA,Healthy Food,500,Delivery
18919,"4005, 100 Feet Road, HAL Stage 2, Indiranagar, Bangalore",UBQ by Barbeque Nation,Yes,No,3.3/5,12,+91 9071788850,Indiranagar,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450,Delivery
18920,"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Smoke House Deli,Yes,Yes,4.6/5,5421,"080 25200898
080 25200899",Indiranagar,Casual Dining,"Cappuccino, Pasta, Cucumber Spritzer, Cocktails, Murgh Platter, Mocktails, Burgers","European, Italian, Desserts, Salad, Juices, Steak","1,600",NA
18924,"Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore",Bombay Sandwich Company,Yes,No,3.1/5,39,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400,Delivery
18926,"23, 5th Cross, BDA Layout, Murgehpalaya, Old Airport Road, Bangalore",Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9/5,30,+91 7795346972,Old Airport Road,Quick Bites,NA,Chinese,400,Delivery
18928,"7, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",Anand Sweets and Savouries,Yes,No,4.0/5,261,080 41256466,Old Airport Road,Sweet Shop,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole","Mithai, Street Food",400,Delivery
18932,"66/1, Bagmane Tech Park, CV Raman Nagar, Bangalore",Subway,Yes,No,3.7/5,106,080 40951122,CV Raman Nagar,Quick Bites,Sandwich,"Salad, Fast Food",600,Delivery
18933,"236, 7th Main, Amarjyothi Layout, Near Hero Show Room, EGL Block Gate, 100ft Road, Domlur, Bangalore",Bharanis,Yes,No,3.7/5,16,"+91 9008576959
+91 9591066595",Domlur,Casual Dining,NA,"Andhra, Biryani",600,Delivery
18934,"788, Near Sony Centre, 12th Main, HAL, Stage 2, Off 100 Feet Road, Indiranagar, Bangalore",Krispy Kreme,Yes,No,4.1/5,259,080 41106081,Indiranagar,Dessert Parlor,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte","Desserts, Beverages",300,Delivery
18936,"16, Opposite Bank of India, Jeevan Bhima Nagar Main Road, Bangalore",Snacks Joint,Yes,No,3.8/5,185,+91 8861496927,Jeevan Bhima Nagar,Quick Bites,"Samosa, Poha, Chaat, Chhole Bhature, Ginger Tea, Chole, Aloo Tikki",Fast Food,150,Delivery
18938,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",The Fatty Bao - Asian Gastro Bar,Yes,No,4.6/5,3760,00 08044114499,Indiranagar,"Casual Dining, Bar","Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad","Asian, Thai, Vietnamese, Malaysian, Beverages","1,200",NA
18940,"Shop 1344/B, 6th Cross, 11th Main, Leela Palace Road, Kodihalli, HAL 3rd Stage, Indiranagar, Bangalore",Food Lover,Yes,No,3.7/5,32,"+91 9632774879
+91 9632774907",Indiranagar,Delivery,NA,"North Indian, Chinese",400,Delivery
18944,"22, NR Colony, BDA Main Road, Near Salarapuria Splender Apartment, Murgaspalya, Old Airport Road, Bangalore",Andhra Ruchulu,Yes,No,4.0/5,43,080 49652479,Old Airport Road,Quick Bites,NA,"Andhra, North Indian",400,Delivery
18947,"4, 19th Main Road, 6th Cross, Kodihalli, Old Airport Road, Bangalore",Srinidhi Sagar,Yes,No,3.9/5,160,080 25219337,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",40,Delivery
18948,"115, 1st Floor, 18th Main Road, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PreRit's Food Factory,Yes,No,3.6/5,67,+91 9620909029,Indiranagar,Delivery,"Biryani, Kerala Parotta, Chilli Chicken, Paratha, Roti","North Indian, Mughlai, Chinese",300,Delivery
18949,"474, Ground Floor, 10th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Mani's Dum Biryani,Yes,No,4.0/5,682,080 60001600,Jeevan Bhima Nagar,Casual Dining,"Vegetable Biryani, Raita, Mutton Biryani, Chicken Kebab Biryani, Paneer Biryani, Chicken Biryani Combo, Lemon Chicken","Biryani, Kebab",750,Delivery
18951,"706, A/4 5th Cross, Kodihalli, Near Masjid, Indiranagar, Bangalore",Night Food Delivery,Yes,No,2.9/5,21,+91 7406385033,Indiranagar,Delivery,NA,"Burger, Rolls, Sandwich, North Indian",500,Delivery
18952,"Main Road, Jeevan Bhima Nagar, Bangalore",Savoury Express,Yes,No,3.6/5,31,080 49994999,Jeevan Bhima Nagar,Casual Dining,NA,Arabian,800,Delivery
18956,"M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Bangalore",Delicacy,Yes,No,3.9/5,647,"080 25299333
080 42005566",Jeevan Bhima Nagar,Casual Dining,"Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda","Chinese, Thai, Momos",500,Delivery
18963,"1648/3, Basement, Rannaghar Restaurant, Opposite Miranda School, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Coast,Yes,No,3.3/5,59,+91 8050133333,Jeevan Bhima Nagar,Casual Dining,Neer Dosa,"Seafood, Mangalorean, North Indian, Biryani",750,Delivery
18964,"410, 7th Cross, Domlur Layout, Domlur, Bangalore",Under The Tree,Yes,No,3.0/5,64,"080 25351493
+91 9740197320",Domlur,Dessert Parlor,Sandwich,"Desserts, Juices, Fast Food",200,Delivery
18969,"607, Ground Floor, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore",Burma Burma,Yes,No,4.7/5,1594,"080 43008120
080 43008130",Indiranagar,Casual Dining,"Samosa Soup, Khau Suey, Salads, Khao Suey, Avocado Ice Cream, Mocktails, Salad","Asian, Burmese","1,500",NA
18972,"1675, Ground Floor, 4th Cross, 9th Main, HAL 3rd Stage, Thippasandra, Bangalore",Le Casse CroÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â»te,Yes,No,4.4/5,580,"+91 9901428604
+91 7760253076",Thippasandra,Quick Bites,"Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries","French, Sandwich, Salad",450,Delivery
18976,"473, 10th Main, Jeevanbhimanagar, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Lassi Shop,Yes,No,4.0/5,213,"+91 7349535552
+91 9535066411",Jeevan Bhima Nagar,Beverage Shop,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi","Beverages, Juices, Ice Cream",100,Delivery
18978,"6/1, Pipe Line Road, Ejipura Main Road, Ejipura, Bangalore",Little Kolkata,Yes,No,3.9/5,97,"+91 7349514383
+91 9535415192",Ejipura,Quick Bites,"Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",500,Delivery
18979,"5, 6/1, Opposite, Indicash ATM, Sri Ram Temple Road, Ejipura, Bangalore",Assi Tussi Lassi,Yes,No,3.6/5,25,+91 9066331614,Ejipura,Beverage Shop,NA,"Beverages, Fast Food, Ice Cream",200,Delivery
18982,"1138, 13th Main Corner, 100 Feet Road, Indiranagar, Bangalore",Bhartiya Jalpan,No,No,4.1/5,1075,"+91 9686443672
080 48525797",Indiranagar,Casual Dining,"Chaat, Jalebi, Rasgulla, Panipuri, Dhokla, Kullad Chai, Paratha","North Indian, Street Food, Chinese",800,Delivery
18983,"10th Main, Jeevan Bhima Nagar, Bangalore",Sabari Juice Junction,Yes,No,4.1/5,128,080 25250089,Jeevan Bhima Nagar,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich","Beverages, Sandwich",250,Delivery
18984,"Site 39, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore, Indiranagar, Bangalore",The Waffles Hut,Yes,No,3.9/5,36,+91 8042023987,Indiranagar,Dessert Parlor,NA,Desserts,250,Delivery
18985,"6, First Floor, 9 Cross, 2nd Main, Binnamangala, 1st Stage, Indiranagar, Bangalore",Faasos,Yes,No,3.9/5,140,+91 7700020020,Indiranagar,Delivery,"Chicken Wrap, Rolls, Potato Wrap, Veggie Wrap, Cheesy Chicken, Thali, Kheer","North Indian, Biryani, Fast Food",500,Delivery
18987,"L 9, 10th Main Road, Sector 11, Jeevan Bhima Nagar, Bengaluru",Wow Paratha,Yes,No,3.9/5,29,+91 9980100040,Jeevan Bhima Nagar,Delivery,NA,North Indian,400,Delivery
18990,"195, Double Road, Indiranagar, Bangalore",Nagarjuna,No,No,4.2/5,1926,"080 42800900
080 50924455",Indiranagar,Casual Dining,"Mutton Biryani, Andhra Style Biryani, Andhra Meal, Chicken Biryani, Butter Naan, Dal Palak, Andhra Thali","Andhra, Biryani",850,NA
18992,"610, Diagonally Opposite SBI Bank, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Monkey Bar,Yes,No,4.3/5,3848,080 44114455,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli","American, Asian, European, North Indian","1,400",NA
19005,"20, KR Colony, Near Haiku Honda Service Center, Domlur, Bangalore",Pizza Stop,Yes,No,3.2/5,166,080 43704050,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600,Delivery
19006,"Ground Floor, Ashwini Complex, 539, Opposite Vijaya Bank, CMH Road, Indiranagar, Bangalore",McDonald's,Yes,No,3.9/5,388,080 66000666,Indiranagar,Quick Bites,"Burgers, Fries, Mcaloo Tikki, Vegetarian, Mc Spicy Chicken, Sandwiches","Burger, Fast Food",500,Delivery
19008,"6, Vijaya Complex, Kagadassapura Main Road, CV Raman Nagar, Bangalore",Paratha Corner,Yes,No,3.2/5,23,+91 7406006595,CV Raman Nagar,Quick Bites,NA,North Indian,150,Delivery
19016,"6th Floor, OYO Townhouse 035, 80 Feet Road, Indiranagar, Bangalore",Mota Bawarchi,Yes,No,3.8/5,55,"+91 9380109284
+91 7684029450",Indiranagar,"Takeaway, Delivery","Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara","North Indian, Fast Food",500,Delivery
19017,"44, Byrasandra Road, GM Palya, CV Raman Nagar, Bangalore",Hotel Devanand Kerala Restaurant,Yes,No,3.4/5,94,"080 48147815
+91 9886368794",CV Raman Nagar,Quick Bites,NA,Kerala,300,Delivery
19018,"656, 100 Feet Road, Indiranagar, Bangalore",Taiki,Yes,Yes,NEW,0,080 49653124,Indiranagar,Casual Dining,"Sushi, Bibimbap, Katsu Curry, Noodles, Chicken Gyoza","Asian, Japanese, Korean, Thai, Sushi","1,000",Delivery
19020,"383, HAL 2nd Stage, Opposite Croma, 100 Feet Road, Indiranagar, Bangalore",Bite Me Cupcakes,Yes,No,4.2/5,624,"+91 7259032026
+91 8197811135",Indiranagar,Dessert Parlor,"Cup Cake, Gooey Chocolate Cupcake, Tiramisu, Choco Cake",Desserts,300,Delivery
19021,"11, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Cafe Grill,Yes,No,4.1/5,496,"080 40960522
+91 8553114422",Jeevan Bhima Nagar,Quick Bites,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Paneer Roll, Chicken Shawarama, Egg Roll","Chinese, North Indian, Rolls",300,Delivery
19026,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Bombay Brasserie,Yes,No,4.4/5,1865,"+91 8884400700
080 41471004",Indiranagar,Casual Dining,"Chips, Cocktails, Biryani, Pinacolada, Almond Soup, Mocktails, Tomato Soup",Modern Indian,"1,800",NA
19031,"594, 6th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Bun Maska Chai,Yes,No,3.9/5,120,"+91 9932600977
+91 9900199185",Jeevan Bhima Nagar,Quick Bites,"Poha, Bun Maskas, Ginger Chai, Sabudana Khichdi, Vada Pav, Samosa Bun, Sandwiches","Street Food, Fast Food",250,Delivery
19032,"Sector 11, LIC Housing Colony, 10th Main, Jeevan Bhima Nagar, Bangalore",Hotel Karavali,Yes,No,3.7/5,257,"+91 9739116199
+91 8197866060",Jeevan Bhima Nagar,Quick Bites,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha","Biryani, North Indian, Mangalorean, Seafood",450,Delivery
19037,"L-9, 10th Main, Sector 11, Jeevan Bhima Nagar Main Road, Opposite NAL Colony, Jeevan Bhima Nagar, Bangalore",No More Hungry,Yes,No,3.3/5,214,+91 9980100040,Jeevan Bhima Nagar,Quick Bites,"Thali, Lassi, Litti, Pav Bhaji, Chole Bhature, Aloo Paratha",North Indian,450,Delivery
19038,"236, 9th Main, Thippasandra, Bangalore",Crunch Pizzas,Yes,No,2.8/5,91,"+91 8310664961
+91 9663305078",Thippasandra,NA,"Margarita, Cheesy Pizza","Italian, Pizza",600,Delivery
19043,"4034, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Nandhana Palace,No,Yes,4.2/5,902,080 49652742,Indiranagar,"Casual Dining, Bar","Andhra Meal, Mutton Soup, Vegetable Biryani, Non Veg Thali, Chicken Boneless Biryani, Mutton Biryani, Chilli Chicken","Andhra, Biryani, North Indian, Chinese",800,Delivery
19047,"14, Near BSNL Office, 80 feet Road, Jeevan Bhima Nagar, Bangalore",Roll Er Dokaan,Yes,No,3.9/5,137,+91 9632946070,Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Double Egg Roll","Street Food, Rolls",300,Delivery
19052,"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",Malabar,Yes,No,3.0/5,159,"080 25290660
+91 9844505800",Jeevan Bhima Nagar,Casual Dining,"Malabar Fish Curry, Appam, Idiyappam, Sea Food, Fish Fry, Thali, Ghee Rice",South Indian,400,Delivery
19053,"17, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Thunder Fried Chicken,Yes,No,3.6/5,179,"080 22907009
+91 9845319888",Jeevan Bhima Nagar,Quick Bites,"Chicken Grill, Rolls, Chicken Roll, Shawarma Roll, Rumali Roti, Paneer Roll, Tandoori Chicken","North Indian, Biryani, Mughlai, Rolls",350,NA
19056,"3047, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Treat,Yes,No,3.9/5,543,"080 25253902
080 25282137",Indiranagar,Casual Dining,"Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Roti, Palak Paneer","North Indian, Mughlai",800,Delivery
19057,"#P252, 11th Cross Sector X LIC Colony, Jeevan Bhima Nagar, Bengaluru",Tango Bango,Yes,No,3.5/5,124,+91 9986497521,Jeevan Bhima Nagar,"Takeaway, Delivery",NA,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",500,Delivery
19058,"2607, 18th Main, 3rd Cross, HAL 2nd Stage, Indiranagar, Bangalore",Vimmi's Cafe,Yes,No,2.8/5,29,"+91 8431584809
+91 8050008231",Indiranagar,"Takeaway, Delivery",NA,American,500,Delivery
19059,"23, 4th Cross, Michel Palaya, Indiranagar, Bangalore",Pizza Joint Food Junction,Yes,No,3.1/5,8,"+91 9449072726
+91 6363282182",Indiranagar,Quick Bites,NA,"Fast Food, Pizza",350,Delivery
19071,"Embassy Business Golf Link, St Andrews, Off Intermediate Ring Road, Mahadevapura, Whitefield, Bangalore",Cane Crussh,Yes,No,NEW,0,+91 9742134883,Whitefield,Beverage Shop,NA,Juices,100,Delivery
19073,"7, 2nd Stage, CMH Road, Indiranagar, Bangalore",Kanti Sweets,Yes,No,3.9/5,123,"080 41159163
080 22960604",Indiranagar,"Dessert Parlor, Quick Bites","Rasmalai, Gulab Jamun, Pav Bhaji, Chaat, Sev Puri, Kaju Katli","Mithai, Street Food",400,Delivery
19075,"Opposite Snap Fitness, 12th Main Road, 4th Cross, HAL 2nd Stage, Indiranagar, Bangalore",Jonah's,Yes,Yes,4.1/5,1827,"+91 7349671712
+91 7349671711",Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich","Italian, Seafood, American, Continental","1,100",NA
19080,"3302/L, HAL 2nd Stage, 12th A Main, Doopanahalli, Indiranagar, Bangalore",Aaha Andhra,No,No,4.2/5,807,"080 48542558
+91 9632723360",Indiranagar,Casual Dining,"Faluda, Chicken Curry, Keema Biryani, Vegetable Biryani, Chicken Dosa, Guntur Chicken Biryani, Thali","Andhra, Biryani, North Indian",900,Delivery
